background,question,option,ground_truth,prediction,acc,explanation,bleu4,bleu1,meteor,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,bertscore_f1_avg_sent,bertscore_f1_max_sent
"A 30-year-old woman comes to the office because of a 3-day history of joint pain in her hands and a rash over her chest and arms that is slowly resolving. The joint pain in her hands has persisted and is exacerbated by writing or typing. She rates the pain as a 3 on a 10-point scale. The patient is a preschool teacher and reports that one of her students had a facial rash and fever 1 week prior to the development of her symptoms. The patient's medical history is unremarkable and her only medication is an oral contraceptive. She is in a monogamous relationship with her husband. She does not smoke cigarettes, drink alcoholic beverages, or use illicit drugs. BMI is 22 kg/m² . Vital signs are temperature 38.1°C (100.5°F), pulse 94/min, respirations 18/min, and blood pressure 107/58 mm Hg. Physical examination discloses a blanching, erythematous, papular rash on the anterior chest and proximal upper extremities. The first and second metacarpophalangeal joints of both hands are tender and swollen. The wrist joints also are tender to palpation but there is minimal swelling. Which of the following microorganisms is most likely to have caused this patient's symptoms?",Which of the following microorganisms is most likely to have caused this patient's symptoms?,"
A. Adenovirus 
B. Borrelia burgdorferi 
C. Coxsackievirus 
D. Ehrlichia chaffeensis 
E. Parvovirus B19
",E,E,True,"- Parvovirus B19 (E): This virus is known to cause a condition called erythema infectiosum, commonly referred to as ""fifth disease."" It is characterized by a distinctive ""slapped cheek"" rash on the face and a lacy, reticulated rash on the extremities. The rash is typically self-limiting and resolves over time. Parvovirus B19 can also cause arthropathy, particularly affecting the hands, wrists, and knees, which can persist for weeks to months. The patient's history of a rash that is resolving and joint pain in the hands and wrists, along with the recent exposure to a child with a facial rash and fever, strongly suggests Parvovirus B19 as the causative agent. - Adenovirus (A): Adenoviruses can cause a variety of illnesses, including respiratory infections, conjunctivitis, and gastroenteritis. While they can cause fever and rash, they are not typically associated with the specific pattern of joint pain and rash seen in this patient. - Borrelia burgdorferi (B): This bacterium causes Lyme disease, which can present with a characteristic erythema migrans rash, joint pain, and other systemic symptoms. However, the rash associated with Lyme disease is typically a bull's-eye rash and is not described as resolving in the manner described here. Additionally, the patient's history does not suggest a tick bite or exposure to an endemic area for Lyme disease. - Coxsackievirus (C): This virus is part of the enterovirus family and can cause a variety of illnesses, including hand, foot, and mouth disease, and herpangina. It can also cause aseptic meningitis and myocarditis. While it can cause a rash and joint pain, the specific pattern of rash and joint involvement described here is more characteristic of Parvovirus B19. - Ehrlichia chaffeensis (D): This bacterium causes human monocytic ehrlichiosis, which can present with fever, rash, and joint pain. However, the rash associated with ehrlichiosis is typically maculopapular and can be more diffuse, and the disease is more commonly associated with tick exposure, which is not indicated in this patient's history. Given the patient's history of a resolving rash and joint pain, particularly in the hands and wrists, along with the recent exposure to a child with a facial rash and fever, Parvovirus B19 is the most likely causative agent.",0.0,0.0209,0.1657,0.0576,0.0211,0.0419,0.0419,0.4178,0.5724,0.6299
"A 34-year-old woman comes to the office because of a 1-month history of worsening right upper quadrant abdominal pain and discomfort. She describes the pain as a dull ache and says it is not affected by eating or defecating. She has not had nausea or changes in appetite or bowel habits. She feels the pain constantly while she is awake, but it rarely keeps her from sleeping. Acetaminophen provides occasional relief. She has been otherwise healthy. Medical history is unremarkable and her only other medication is an oral contraceptive. Vital signs are normal. Abdominal examination discloses hepatomegaly but no palpable masses or evidence of cirrhosis. Results of liver function tests and serum α-fetoprotein concentration are within the reference ranges. Serologic studies for hepatitis B and C are negative. Ultrasonography of the abdomen shows a 4×4-cm mass in the right lobe of the liver. Which of the following is the most likely diagnosis?",Which of the following is the most likely diagnosis?,"
A. Hepatic adenoma 
B. Hepatocellular cancer 
C. Hydatid cyst 
D. Metastatic ovarian cancer
",A,A,True,"- Hepatic adenoma (A): This is a benign liver tumor that is more common in women, especially those taking oral contraceptives. The patient's history of using oral contraceptives and the presence of a solitary liver mass without significant liver function test abnormalities or serologic markers of hepatitis make hepatic adenoma a likely diagnosis. The symptoms described, such as dull aching pain in the right upper quadrant, are consistent with the presentation of a hepatic adenoma. - Hepatocellular cancer (B): This is less likely given the patient's age, lack of cirrhosis, normal liver function tests, and negative serologic studies for hepatitis B and C. Hepatocellular cancer typically occurs in the context of chronic liver disease, cirrhosis, or in older patients with risk factors such as viral hepatitis or alcohol abuse. - Hydatid cyst (C): This is a parasitic infection caused by Echinococcus granulosus, which is more common in endemic areas. The patient's history does not suggest exposure to this parasite, and the clinical presentation of a hydatid cyst often includes a history of travel to endemic regions or contact with dogs that may carry the parasite. Additionally, hydatid cysts can cause symptoms like pain and discomfort, but they are usually associated with a history that would suggest parasitic infection. - Metastatic ovarian cancer (D): While metastatic disease can present as a liver mass, the patient's history does not suggest primary ovarian cancer. There is no mention of gynecological symptoms, and the patient's overall health and lack of other systemic symptoms make this less likely. Additionally, metastatic disease would typically be associated with more significant liver function abnormalities or other signs of malignancy. Given the patient's history of oral contraceptive use, the benign nature of the mass, and the absence of other significant risk factors for liver disease, hepatic adenoma is the most likely diagnosis.",0.0058,0.0203,0.187,0.051,0.0321,0.051,0.051,0.4001,0.5472,0.5865
"A 12-year-old girl is brought to the emergency department by her mother because of a 1-week history of worsening swelling in her legs. The patient also noticed blood in her urine yesterday. The bleeding has not recurred. She had an upper respiratory tract infection and sore throat 1 week ago that caused her to miss several days of school. Medical history is otherwise unremarkable and she takes no routine medications. Menarche has not yet occurred. BMI is 20 kg/m². Vital signs are temperature 37.0°C (98.6°F), pulse 78/min, respirations 12/min, and blood pressure 136/84 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 100%. Physical examination discloses erythema of the posterior pharynx, mild cervical lymphadenopathy, and 3+ pitting edema to both knees. Results of urinalysis are shown: Protein: 150 mg/dL Blood: Positive Leukocyte esterase: Positive Nitrite: Negative WBCs: 5−10/hpf RBCs: 10−25/hpf Casts:1−2/lpf Results of which of the following laboratory studies are most likely to be abnormal in this patient?",Results of urinalysis are shown: Protein: 150 mg/dL Blood: Positive Leukocyte esterase: Positive Nitrite: Negative WBCs: 5−10/hpf RBCs: 10−25/hpf Casts:1−2/lpf Results of which of the following laboratory studies are most likely to be abnormal in this patient?,"
A. Bleeding time 
B. Erythrocyte count 
C. Serum concentration of C3 
D. Serum IgA concentration 
E. Serum rheumatoid factor assay
",C,C,True,"The clinical presentation of the 12-year-old girl with a history of an upper respiratory tract infection followed by swelling in her legs, hematuria, and hypertension suggests a diagnosis of acute post-streptococcal glomerulonephritis (APSGN). This condition typically occurs 1-3 weeks after a streptococcal infection, often of the pharynx or skin. The presence of proteinuria, hematuria, and hypertension are classic signs of APSGN. - Option A: Bleeding time - This test measures the time it takes for a small skin incision to stop bleeding and is not typically associated with glomerulonephritis. It would be more relevant in conditions affecting platelet function or coagulation factors. - Option B: Erythrocyte count - While hematuria is present, the erythrocyte count (hemoglobin or hematocrit) is not typically abnormal in APSGN unless there is significant blood loss, which is not indicated in this case. - Option C: Serum concentration of C3 - This is the correct answer. In APSGN, there is often a decrease in the serum concentration of C3 complement component due to its consumption in the immune complex-mediated injury to the glomerular basement membrane. This is a hallmark of post-streptococcal glomerulonephritis and is a key diagnostic marker. - Option D: Serum IgA concentration - Elevated IgA levels are more commonly associated with IgA nephropathy, a different type of glomerulonephritis, rather than APSGN. - Option E: Serum rheumatoid factor assay - Rheumatoid factor is associated with autoimmune conditions like rheumatoid arthritis and is not typically elevated in APSGN. Therefore, the most likely abnormal laboratory finding in this patient would be a decreased serum concentration of C3, reflecting the complement activation and consumption seen in APSGN.",0.0,0.0686,0.2087,0.1161,0.0325,0.0839,0.0839,0.4725,0.4883,0.5289
"A 45-year-old woman comes to the office because she has noticed during the past several months that her fingernails have become white, increasingly brittle, and seem to lift off her nail beds easily. During this time, she also has had episodes of feeling warm and perspiring. Medical history is remarkable for intravenous drug use 25 years ago. The patient takes only a multivitamin. Last menstrual period was 3 weeks ago. She appears thin and mildly anxious. She is 170 cm (5 ft 7 in) tall and weighs 48.5 kg (107 lb); BMI is 17 kg/m² . Vital signs are temperature 37.0°C (98.6°F), pulse 106/min, respirations 20/min, and blood pressure 136/92 mm Hg. Physical examination of the hands shows a white discoloration of the nail beds. The remainder of the examination shows no abnormalities. Which of the following is the most likely diagnosis?",Which of the following is the most likely diagnosis?,"
A. Chronic obstructive pulmonary disease 
B. Diabetes mellitus 
C. Endocarditis 
D. Hyperthyroidism 
E. Perimenopause
",D,D,True,"The patient's symptoms and physical findings are most consistent with hyperthyroidism. Here's a detailed explanation of why this is the most likely diagnosis and why the other options are less likely: - Hyperthyroidism (D): The patient's symptoms of nail changes (white, brittle, and lifting off the nail bed), increased heart rate (tachycardia at 106/min), and episodes of feeling warm and sweating are classic signs of hyperthyroidism. Additionally, the patient's thin appearance and low BMI (17 kg/m²) are also indicative of hyperthyroidism, as the condition often leads to weight loss and increased metabolic rate. The nail changes, specifically the white discoloration and brittleness, are known as ""onycholysis"" and ""leukonychia,"" which can be associated with hyperthyroidism. - Chronic obstructive pulmonary disease (A): This condition typically presents with symptoms such as chronic cough, sputum production, and shortness of breath, which are not mentioned in the patient's history. The nail changes and other symptoms described do not align with COPD. - Diabetes mellitus (B): While diabetes can cause nail changes and weight loss, the patient's symptoms of increased heart rate, sweating, and nail lifting are more characteristic of hyperthyroidism. Additionally, diabetes would not typically present with the specific nail changes described. - Endocarditis (C): This condition is characterized by fever, chills, and often heart murmurs. The patient's history does not include these symptoms, and the nail changes described are not typical of endocarditis. The patient's history of intravenous drug use 25 years ago is not relevant to the current presentation. - Perimenopause (E): While perimenopause can cause some of the symptoms like mood changes and irregular menstrual cycles, it does not typically cause the specific nail changes or the cardiovascular symptoms (tachycardia, sweating) described. The patient's last menstrual period was only 3 weeks ago, which does not suggest significant hormonal changes associated with perimenopause. Given the patient's symptoms and physical findings, hyperthyroidism is the most likely diagnosis.",0.0053,0.0183,0.1721,0.0486,0.0306,0.0486,0.0486,0.3978,0.55,0.6512
"A 48-year-old man comes to the clinic because of a 10-year history of recurrent, intrusive thoughts that his house will be broken into and damaged by criminals or accidentally destroyed by a fire when he is not home. These thoughts have worsened during the past 2 months. He reports now spending 4 hours daily checking that the doors and windows are closed and locked and that the stove and oven are turned off; he previously spent 2 hours daily doing these tasks. He says he cannot keep a job or leave the house very much because of the amount of time he spends checking these things. He has no other history of serious illness and takes no medications. Physical examination shows no abnormalities. On mental status examination, he has an anxious mood and a sad affect. He is fully oriented. He is not having hallucinations or delusions. The most effective pharmacotherapy for this patient is an agent that targets which of the following neurotransmitters?",The most effective pharmacotherapy for this patient is an agent that targets which of the following neurotransmitters?,"
A. γ-Aminobutyric acid 
B. Dopamine 
C. Glutamate 
D. Norepinephrine 
E. Serotonin
",E,E,True,"The patient's symptoms are indicative of Obsessive-Compulsive Disorder (OCD). OCD is characterized by recurrent, intrusive thoughts (obsessions) and repetitive behaviors (compulsions) aimed at reducing the anxiety caused by these thoughts. In this case, the patient's obsessions are about his house being broken into or damaged, and his compulsions involve checking that doors, windows, and appliances are secure or turned off. Pharmacotherapy for OCD typically involves the use of selective serotonin reuptake inhibitors (SSRIs), which increase the availability of serotonin in the synaptic cleft. Serotonin is a neurotransmitter that plays a significant role in mood regulation, anxiety, and obsessive-compulsive behaviors. By enhancing serotonin levels, SSRIs can help reduce the frequency and intensity of obsessions and compulsions. Let's review why the other options are incorrect: A. γ-Aminobutyric acid (GABA) - While GABA is an inhibitory neurotransmitter that can help reduce anxiety, it is not the primary target for treating OCD. GABA agonists or modulators are more commonly used for anxiety disorders or epilepsy. B. Dopamine - Dopamine is primarily associated with reward, motivation, and movement. Although it can influence mood and behavior, it is not the primary neurotransmitter targeted in the pharmacotherapy of OCD. C. Glutamate - Glutamate is the primary excitatory neurotransmitter in the brain and is involved in learning and memory. While it can be targeted in certain psychiatric conditions, it is not the primary focus in the treatment of OCD. D. Norepinephrine - Norepinephrine is involved in the body's stress response and can influence anxiety. However, it is not the primary neurotransmitter targeted in the pharmacotherapy of OCD. Norepinephrine-dopamine reuptake inhibitors (NDRIs) like bupropion are used for depression and smoking cessation, but SSRIs are more effective for OCD. Therefore, the most effective pharmacotherapy for this patient's OCD would target serotonin, making option E the correct answer.",0.0058,0.0345,0.2749,0.0818,0.0443,0.0503,0.0503,0.5062,0.5771,0.7191
"Researchers from a large neurology center are conducting a study to examine the relationship between stress levels and fibromyalgia-related pain. Two hundred patients with fibromyalgia are randomly selected from the center for participation in the study. During recruitment, a baseline interview is conducted with each participant to obtain sociodemographic and personality data. Participants are given a study-provided portable digital device and asked to maintain a daily schedule of their fibromyalgia pain and stress levels for 30 days using two well-validated and reliable self-reporting scales. Results show a positive and statistically significant relationship between stress levels and fibromyalgia-related pain (P<.05). Similarly, statistically significant relationships were found between Type A personality participants and increased stress levels (P<.01), as well as increased levels of fibromyalgia-related pain (P<.005). Which of the following is the most appropriate method to control for the potential confounding effect of patients with a Type A personality?",Which of the following is the most appropriate method to control for the potential confounding effect of patients with a Type A personality?,"
A. Matching 
B. Post hoc analysis 
C. Randomization 
D. Standardization 
E. Stratification
",E,E,True,"- Matching: This method involves pairing participants with similar characteristics (in this case, Type A personality) to control for confounding variables. However, matching is typically used in observational studies and may not be as effective in controlling for all aspects of a personality type across a large sample size. It also can lead to a loss of statistical power if not done carefully. - Post hoc analysis: This refers to analyses conducted after the initial analysis to explore unexpected findings or to test additional hypotheses. While it can be useful for exploring relationships, it is not a method to control for confounding variables during the study design phase. - Randomization: This method is used to distribute confounding variables evenly across study groups, thereby reducing bias. However, randomization alone does not specifically control for the confounding effect of a specific variable like Type A personality. It is a general method to control for unknown or unmeasured confounders. - Standardization: This involves controlling for confounding variables by ensuring that all participants are treated in the same way, such as using the same scales for measuring stress and pain. While standardization is important for consistency, it does not specifically address the issue of controlling for the effect of Type A personality. - Stratification: This method involves dividing the sample into subgroups (strata) based on the confounding variable (Type A personality) and then analyzing the data within each subgroup. This allows researchers to control for the confounding effect of Type A personality by examining the relationship between stress and fibromyalgia-related pain within each stratum. Stratification is particularly useful when the confounding variable is categorical, as in the case of personality types. Therefore, stratification is the most appropriate method to control for the potential confounding effect of patients with a Type A personality in this study.",0.0482,0.0627,0.3981,0.1312,0.1132,0.1312,0.1312,0.5341,0.6378,0.8286
"A 12-year-old boy with sickle cell disease and type 1 diabetes mellitus is brought to the office by his mother for an initial visit. The family recently moved to the area. Type 1 diabetes mellitus was diagnosed in the patient 6 years ago. Since that time, he has been treated with insulin and dietary management. His insulin regimen has not changed during the past year; however, his mother says he has been only marginally compliant with his insulin and dietary regimens. His diabetic diary shows home fingerstick blood glucose concentrations ranging from 140–200 mg/dL during the past 3 months. He admits to checking his glucose concentrations infrequently. Measurement of hemoglobin A1c obtained last week was 5.4%. The patient's vital signs are temperature 36.8°C (98.2°F), pulse 72/min, respirations 24/min, and blood pressure 110/64 mm Hg. Physical examination shows no abnormalities. Which of the following is the most likely explanation for the discrepancy between the patient's home fingerstick blood glucose concentrations and his hemoglobin A1c?",Which of the following is the most likely explanation for the discrepancy between the patient's home fingerstick blood glucose concentrations and his hemoglobin A1c?,"
A. He has iron deficiency anemia 
B. His daily glucose control is better than recorded 
C. His glucometer is reading falsely high and should be replaced 
D. His hemoglobin A1c is likely a result of laboratory error and should be repeated 
E. His sickle cell disease is affecting his hemoglobin A1c
",E,E,True,"- Option A (He has iron deficiency anemia): This is incorrect. While iron deficiency anemia can affect hemoglobin levels, it does not directly explain the discrepancy between the patient's home glucose readings and his hemoglobin A1c (HbA1c) levels. The patient's physical examination shows no abnormalities, and there is no indication of anemia in the provided information. - Option B (His daily glucose control is better than recorded): This is incorrect. The patient's home fingerstick blood glucose concentrations are consistently high (140–200 mg/dL), which suggests poor glucose control. The HbA1c level of 5.4% is within the normal range for non-diabetic individuals, indicating good glucose control over the past 2-3 months. This discrepancy suggests that the HbA1c measurement may not accurately reflect the patient's glucose control. - Option C (His glucometer is reading falsely high and should be replaced): This is incorrect. While it is possible that the glucometer could be malfunctioning, the patient's reported glucose levels are within a plausible range for someone with poorly controlled diabetes. Additionally, the discrepancy is more likely explained by the patient's underlying condition rather than a faulty glucometer. - Option D (His hemoglobin A1c is likely a result of laboratory error and should be repeated): This is incorrect. Although laboratory errors can occur, the more plausible explanation for the discrepancy is related to the patient's specific medical condition, which is sickle cell disease. - Option E (His sickle cell disease is affecting his hemoglobin A1c): This is correct. Sickle cell disease can affect the accuracy of HbA1c measurements. In patients with sickle cell disease, the lifespan of red blood cells is shortened, which can lead to falsely low HbA1c levels despite poor glucose control. This explains why the patient's HbA1c is lower than expected given his reported blood glucose levels and poor compliance with insulin and dietary regimens.",0.0229,0.0595,0.3204,0.1369,0.0898,0.0952,0.0952,0.5392,0.6291,0.7137
"A 35-year-old man, who has been your patient for the past year, comes to the office to request that a copy of his medical records be sent to another physician in town. The patient has an overdue account balance of $750, which he has not paid for several months. He signs an office form authorizing release of health information and provides the name and address of the other physician to whom he would like the records sent. It is most appropriate to inform this patient of which of the following regarding his request for release of his medical records?",It is most appropriate to inform this patient of which of the following regarding his request for release of his medical records?,"
A. They will be released to his new physician promptly 
B. They will be released when he makes a payment on his account 
C. They will be released when he pays his balance in full 
D. They will be released when his new physician contacts your office and requests them
",A,A,True,"The Health Insurance Portability and Accountability Act (HIPAA) Privacy Rule provides patients with the right to access their medical records and to have them transmitted to another healthcare provider. This right is not contingent upon the patient's payment status. Therefore, the patient's overdue account balance should not be a barrier to fulfilling his request for the release of his medical records. Option A is correct because it adheres to the patient's right to access their health information and have it transmitted to another healthcare provider as per HIPAA regulations. Option B is incorrect because it suggests that the release of medical records is conditional upon a partial payment, which is not in line with HIPAA regulations. The patient's right to access their medical records is not dependent on their financial obligations to the healthcare provider. Option C is incorrect for the same reason as Option B. It implies that the release of medical records is contingent upon the patient paying their full balance, which is not compliant with HIPAA regulations. The patient's right to access their medical records is not tied to their payment status. Option D is incorrect because it suggests that the healthcare provider should wait for the new physician to request the records, which is not necessary. The patient has already provided authorization for the release of their medical records, and the healthcare provider should act on the patient's request directly.",0.008,0.0635,0.2623,0.1298,0.0462,0.0992,0.0992,0.492,0.6196,0.7119
"A 47-year-old man is admitted to the intensive care unit because of lower gastrointestinal bleeding. He has a history of alcohol-induced cirrhosis. Physical examination shows marked ascites and splenomegaly; the spleen tip is palpated 4 cm below the left costal margin. Results of laboratory studies are shown: Serum Blood Creatinine 1.5 mg/dL Hematocrit 29% Hemoglobin 9.7 g/dL Platelet count 105,000/mm³ PT 25 seconds INR 2.5 Which of the following mechanisms most increases this patient’s risk for bleeding?",5 Which of the following mechanisms most increases this patient’s risk for bleeding?,"
A. Decreased production of factor VII 
B. Defective platelet aggregation 
C. Deficiency of thrombopoietin 
D. Inhibition of vitamin K epoxide reductase 
E. Splenic sequestration
",A,E,False,"The patient's history and clinical findings suggest that he has portal hypertension secondary to alcohol-induced cirrhosis. This condition is often associated with splenomegaly and splenic sequestration, which can lead to thrombocytopenia (low platelet count). Platelets are crucial for the formation of a hemostatic plug and for the initiation of the coagulation cascade. A low platelet count, as seen in this patient (105,000/mm³), can significantly increase the risk of bleeding. Let's review why the other options are incorrect: A. Decreased production of factor VII: While factor VII is a vitamin K-dependent clotting factor, its deficiency is not typically associated with cirrhosis. The patient's prolonged PT and INR suggest a more generalized coagulopathy, likely due to vitamin K deficiency or liver dysfunction, rather than a specific factor VII deficiency. B. Defective platelet aggregation: Although platelet function can be impaired in liver disease, the primary issue in this patient is the low platelet count due to splenic sequestration, not defective platelet function. C. Deficiency of thrombopoietin: Thrombopoietin is a hormone that stimulates the production of platelets. While its deficiency could lead to thrombocytopenia, the more direct cause in this patient is the splenic sequestration of platelets due to portal hypertension. D. Inhibition of vitamin K epoxide reductase: This mechanism is related to the action of anticoagulants like warfarin, which inhibit vitamin K recycling and thus affect the synthesis of vitamin K-dependent clotting factors. While the patient's prolonged PT and INR suggest a coagulopathy, this is more likely due to liver dysfunction affecting vitamin K metabolism and clotting factor synthesis rather than an inhibitor of vitamin K epoxide reductase. E. Splenic sequestration: This is the correct answer. In patients with cirrhosis and portal hypertension, the spleen enlarges and can sequester platelets, leading to thrombocytopenia. This mechanism directly contributes to the patient's increased risk of bleeding.",0.0,0.0174,0.1125,0.0554,0.0186,0.0492,0.0492,0.4441,0.5918,0.7544
"A 57-year-old woman comes to the office for a preoperative evaluation 2 weeks before undergoing scheduled laparoscopic cholecystectomy. Medical history is otherwise unremarkable and the patient takes no medications. Family history is significant for stable angina in her father and rheumatoid arthritis in her mother. The patient has a 102-year-old grandmother who resides in a nursing care facility and has Parkinson disease. The patient does not smoke cigarettes or drink alcoholic beverages. During the interview, her face is expressionless. She has a flexed posture and is unable to open her mouth wide. She is 173 cm (5 ft 8 in) tall and weighs 81 kg (179 lb); BMI is 27 kg/m2. Vital signs are normal. Physical examination discloses thickening and hardening of the skin over the dorsum of the hands and forearms, as well as mild kyphosis. Strength testing shows no abnormalities; muscle tension is normal. Passive and active range of motion of the upper extremities is full. Gait is slow and deliberate. The remainder of the physical examination discloses no abnormalities. Prior to surgery, further evaluation is indicated for which of the following conditions in this patient?","Prior to surgery, further evaluation is indicated for which of the following conditions in this patient?","
A. Osteitis deformans (Paget disease) 
B. Parkinson disease 
C. Progressive supranuclear palsy 
D. Sarcopenia 
E. Systemic sclerosis (scleroderma)
",E,E,True,"- Systemic sclerosis (scleroderma): This condition is characterized by thickening and hardening of the skin, which is evident in the patient's history of skin thickening and hardening over the dorsum of the hands and forearms. The patient's expressionless face, flexed posture, and inability to open her mouth wide are also consistent with scleroderma, which can affect the skin and muscles of the face and mouth. The slow and deliberate gait can be due to the involvement of the musculoskeletal system. Given the patient's symptoms and the need for a preoperative evaluation, it is crucial to assess the extent of the disease and its potential impact on anesthesia and surgical outcomes. - Osteitis deformans (Paget disease): This condition involves abnormal bone destruction and regrowth, leading to enlarged and misshapen bones. While the patient has mild kyphosis, which could be related to Paget disease, the other symptoms described do not align with Paget disease. Therefore, this is less likely to be the primary concern for preoperative evaluation. - Parkinson disease: Although the patient's grandmother has Parkinson disease, the patient's symptoms do not strongly suggest Parkinson disease. Parkinson disease typically presents with tremors, bradykinesia, rigidity, and postural instability. The patient's symptoms are more consistent with skin and musculoskeletal involvement rather than the typical motor symptoms of Parkinson disease. - Progressive supranuclear palsy: This is a neurodegenerative disease that affects movement and can cause stiffness, difficulty walking, and problems with balance. However, the patient's symptoms are more indicative of skin and musculoskeletal issues rather than the typical neurological symptoms of progressive supranuclear palsy. - Sarcopenia: This is a condition characterized by the loss of muscle mass and strength, typically seen in older adults. While the patient's age and slow gait might suggest sarcopenia, the primary symptoms described (skin thickening, limited mouth opening, and flexed posture) are more consistent with systemic sclerosis. Given the patient's symptoms and the need for a preoperative evaluation, the most relevant condition to further evaluate is systemic sclerosis (scleroderma).",0.0,0.0317,0.1366,0.063,0.0058,0.0458,0.0458,0.4406,0.5584,0.6533
